class,tweet,cleaned_text
1,"BRUH lmaoo &#8220;@NoBeeetch: Them hoes was nasty but I kept eating them ""@roblockk: What the fuck happened to these? http://t.co/G9w10SmQdr""&#8221;","['them', 'hoes', 'was', 'nasty', 'but', 'kept', 'eating', 'them', 'what', 'the', 'fuck', 'happened', 'to', 'these', 'http', 'co', 'smqdr']"
1,Ima knock that pussy out like fight !&#128074;&#128527;&#128064; http://t.co/XvWl4RGD7u,"['co', 'xvwl', 'rgd']"
1,@Shawty_Im_Out cunt,['cunt']
0,RT @JohnBishop100: Top tip of the day - if you want to be inconspicuous at an Elbow gig - don't wear a yellow jacket!! http://t.co/KQYiZmZb,"['top', 'tip', 'of', 'the', 'day', 'if', 'you', 'want', 'to', 'be', 'inconspicuous', 'at', 'an', 'elbow', 'gig', 'don', 'wear', 'yellow', 'jacket', 'http', 'co', 'kqyizmzb']"
0,"Cheez-Its, Honey BBQ Lays, Oreos and a monstrous glass of 2% right now. I'm the skinny-fat poster boy.","['cheez', 'its', 'honey', 'bbq', 'lays', 'oreos', 'and', 'monstrous', 'glass', 'of', 'right', 'now', 'the', 'skinny', 'fat', 'poster', 'boy']"
0,"Apparently I got chunky for my bday. Worse bday present ever. Lol. 
#diettime","['apparently', 'got', 'chunky', 'for', 'my', 'bday', 'worse', 'bday', 'present', 'ever', 'lol', 'diettime']"
0,I'm a sucker for colored eyes &#128532;&#128532;,"['sucker', 'for', 'colored', 'eyes']"
0,The republican teabaggers hate this but screw em. http://t.co/6iutHYvhQm,"['co', 'iuthyvhqm']"
0,"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT","['ucfpinkparty', 'come', 'on', 'stay', 'alive', 'knights', 'nation', 'this', 'is', 'still', 'the', 'early', 'bird', 'special', 'comeatmeut']"
1,"RT @RealSexNotes: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a titl&#8230;","['sex', 'on', 'st', 'date', 'dont', 'mean', 'you', 'hoe', 'waiting', 'days', 'wont', 'make', 'you', 'wife', 'cute', 'pics', 'dont', 'mean', 'all', 'happy', 'having', 'titl']"
0,RT @michael4h2o: An #Ohio inmate sums up what #LeBronJames' return means for #Cleveland: http://t.co/a68mtZQOeL http://t.co/bMrzFWstVA #Leb&#8230;,"['an', 'ohio', 'inmate', 'sums', 'up', 'what', 'lebronjames', 'return', 'means', 'for', 'cleveland', 'http', 'co', 'mtzqoel', 'http', 'co', 'bmrzfwstva', 'leb']"
1,Bullets stick to a nigguh damn liver,"['bullets', 'stick', 'to', 'nigguh', 'damn', 'liver']"
1,RT @ScottyRackss: My Wifi stronger then half y'all hoes relationships lol,"['my', 'wifi', 'stronger', 'then', 'half', 'all', 'hoes', 'relationships', 'lol']"
0,RT @AdamSchein: Great job by the Yankees giving Brian Cashman a new contract. The haters are just wrong. CC: @ChrisCarlinSNY,"['great', 'job', 'by', 'the', 'yankees', 'giving', 'brian', 'cashman', 'new', 'contract', 'the', 'haters', 'are', 'just', 'wrong', 'cc']"
1,"My lil cousin be hating. Bitches always want the older nigga, not my fault nor did I fuck the bitch so chill..lol","['my', 'lil', 'cousin', 'be', 'hating', 'bitches', 'always', 'want', 'the', 'older', 'nigga', 'not', 'my', 'fault', 'nor', 'did', 'fuck', 'the', 'bitch', 'so', 'chill', 'lol']"
0,So much more going on but hypocrisy doesn't sit well with me. My redneck family from central Illinois more black then Bieber!,"['so', 'much', 'more', 'going', 'on', 'but', 'hypocrisy', 'doesn', 'sit', 'well', 'with', 'me', 'my', 'redneck', 'family', 'from', 'central', 'illinois', 'more', 'black', 'then', 'bieber']"
1,&#128514;&#128514;&#128514; burnt pussy lips,"['burnt', 'pussy', 'lips']"
0,Damn those shiner rock those bud light platinum and that ciroc,"['damn', 'those', 'shiner', 'rock', 'those', 'bud', 'light', 'platinum', 'and', 'that', 'ciroc']"
0,"RT @Smug_Lemur: He loves me *eats a brownie* 
He loves me not *eats a brownie*","['he', 'loves', 'me', 'eats', 'brownie', 'he', 'loves', 'me', 'not', 'eats', 'brownie']"
1,RT @lildurk_: No time to play wit bitches,"['no', 'time', 'to', 'play', 'wit', 'bitches']"
1,Get these hoe ass fuckboys off the stage. #VMAs,"['get', 'these', 'hoe', 'ass', 'fuckboys', 'off', 'the', 'stage', 'vmas']"
0,@_SparkleLikeZen saves you a brownie*,"['saves', 'you', 'brownie']"
0,God damn zebras every Virginia possession the whistle blows geeze.,"['god', 'damn', 'zebras', 'every', 'virginia', 'possession', 'the', 'whistle', 'blows', 'geeze']"
1,Fuck bitches get money ayyyyeeeee,"['fuck', 'bitches', 'get', 'money', 'ayyyyeeeee']"
0,RT @JeneBramel: Clever. RT @LanceMcAlister: Watch Burfict make the hit and then mock officials by throwing a flag on himself. https://t.co/&#8230;,"['clever', 'rt', 'watch', 'burfict', 'make', 'the', 'hit', 'and', 'then', 'mock', 'officials', 'by', 'throwing', 'flag', 'on', 'himself', 'https', 'co']"
1,Yo bitch like to get cute and go the movies mane my bitch like to get fine and go to the gun range,"['yo', 'bitch', 'like', 'to', 'get', 'cute', 'and', 'go', 'the', 'movies', 'mane', 'my', 'bitch', 'like', 'to', 'get', 'fine', 'and', 'go', 'to', 'the', 'gun', 'range']"
0,RT @PrettyMillz: My car insurance is trash !!!,"['my', 'car', 'insurance', 'is', 'trash']"
1,To many dumb hoes in milwaukee,"['to', 'many', 'dumb', 'hoes', 'in', 'milwaukee']"
1,I love money fuc a bitch I won't stress myself !,"['love', 'money', 'fuc', 'bitch', 'won', 'stress', 'myself']"
1,one fly ass bitch,"['one', 'fly', 'ass', 'bitch']"
0,"RT @BARRYCLERJUSTE: Whatchu sayin hoe, YOU KNOW IM THE MAN HOE","['whatchu', 'sayin', 'hoe', 'you', 'know', 'im', 'the', 'man', 'hoe']"
0,I've seen #MajorLeauge with Charlie Sheen...........and the #Giants committed sin when they worshipped #barrybonds as a batting coach&gt;,"['ve', 'seen', 'majorleauge', 'with', 'charlie', 'sheen', 'and', 'the', 'giants', 'committed', 'sin', 'when', 'they', 'worshipped', 'barrybonds', 'as', 'batting', 'coach', 'gt']"
1,I hate a trash bad bitch,"['hate', 'trash', 'bad', 'bitch']"
0,That was trash. I'm just gonna put my phone down. Goodnight,"['that', 'was', 'trash', 'just', 'gonna', 'put', 'my', 'phone', 'down', 'goodnight']"
0,@MinuteManX1776 @TheyKnowNotWhat &lt;&lt; closet muzzie @MayberryJustin @AllForCountry @LilMissPrepper @ritzy_jewels @glinsan1,"['lt', 'lt', 'closet', 'muzzie']"
1,@Rvm3o bitch.,['bitch']
1,"You girls got no job, no college set up to have a better future, then get mad when a nigga leave you cause all you got is pussy","['you', 'girls', 'got', 'no', 'job', 'no', 'college', 'set', 'up', 'to', 'have', 'better', 'future', 'then', 'get', 'mad', 'when', 'nigga', 'leave', 'you', 'cause', 'all', 'you', 'got', 'is', 'pussy']"
1,Can't no hoe #FixMyLife,"['can', 'no', 'hoe', 'fixmylife']"
0,RT @JZolly23: Kickin trash cans on the golf cart #yeeyee @weidie1211 @mowder03 @JBilinovich @cmnw86,"['kickin', 'trash', 'cans', 'on', 'the', 'golf', 'cart', 'yeeyee']"
0,@EmmaLouisaSuttl @timmyn90 Anyone bring in a monkey.,"['anyone', 'bring', 'in', 'monkey']"
1,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;","['all', 'da', 'bitches', 'cut', 'off', 'pregnant', 'or', 'bound', 'to', 'be', 'thank', 'god']"
1,&#8220;@Jae_Poppa_: @100046729 lol what else do we have in common nigga hate sleeping in the heat&#8221;&#128514;&#128514; summer is for the birds,"['lol', 'what', 'else', 'do', 'we', 'have', 'in', 'common', 'nigga', 'hate', 'sleeping', 'in', 'the', 'heat', 'summer', 'is', 'for', 'the', 'birds']"
1,yo bitch look like a boogawolf,"['yo', 'bitch', 'look', 'like', 'boogawolf']"
0,LOL there's a talking monkey live on the internet! Will wonders never cease?,"['lol', 'there', 'talking', 'monkey', 'live', 'on', 'the', 'internet', 'will', 'wonders', 'never', 'cease']"
0,"Welcome to our land of dispossession! http://t.co/v14jkTLZ Check out the evil, racist whitey sitting on steps etc. ""Reconquista, Woo Hoo!!","['co', 'jktlz', 'check', 'out', 'the', 'evil', 'racist', 'whitey', 'sitting', 'on', 'steps', 'etc', 'reconquista', 'woo', 'hoo']"
1,"lmfaooo &#8220;@officialSmith_ Whenever you take selfies at work, it's always one hatin ass bitch in the comments talmbout ""you ain't workin""&#8221;","['lmfaooo', 'whenever', 'you', 'take', 'selfies', 'at', 'work', 'it', 'always', 'one', 'hatin', 'ass', 'bitch', 'in', 'the', 'comments', 'talmbout', 'you', 'ain', 'workin']"
1,I'm about to push this niggah off my seat trying to squish me and shit,"['about', 'to', 'push', 'this', 'niggah', 'off', 'my', 'seat', 'trying', 'to', 'squish', 'me', 'and', 'shit']"
0,RT @Yankees: You may cry after watching the Derek Jeter @Gatorade ad: http://t.co/hMO9Bxol0x http://t.co/0xdlxToci8,"['you', 'may', 'cry', 'after', 'watching', 'the', 'derek', 'jeter', 'ad', 'http', 'co', 'hmo', 'bxol', 'http', 'co', 'xdlxtoci']"
1,"RT @TRU_Realigion_: Let a bitch try me try me, Ima swing her to the whole mf family &#128080;&#128514;","['let', 'bitch', 'try', 'me', 'try', 'me', 'ima', 'swing', 'her', 'to', 'the', 'whole', 'mf', 'family']"
1,Music is the only bitch I put up with,"['music', 'is', 'the', 'only', 'bitch', 'put', 'up', 'with']"
0,@XANAXDREAMS &#128557;&#128557;&#128557;&#128557; about the beanies but steal my description but u aren't salty or fake,"['about', 'the', 'beanies', 'but', 'steal', 'my', 'description', 'but', 'aren', 'salty', 'or', 'fake']"
0,@ravenalegria13 @prattprattpratt I was impressed that anybody could chug a Smirnoff Ice that quickly.,"['was', 'impressed', 'that', 'anybody', 'could', 'chug', 'smirnoff', 'ice', 'that', 'quickly']"
1,"RT @ChubbyGirlGod: Lmaoo RT @patpatbush: That bitch called on Thor for some strength. &#58386;&#58386; RT""@ChubbyGirlGod: Wait... http://t.co/e0MTosPl6k""","['lmaoo', 'rt', 'that', 'bitch', 'called', 'on', 'thor', 'for', 'some', 'strength', 'rt', 'wait', 'http', 'co', 'mtospl']"
1,@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,"['will', 'see', 'it', 'on', 'saturday', 'and', 'if', 'don', 'show', 'up', 'then', 'your', 'bitch', 'made', 'nigga', 'pussy', 'ass', 'nigga']"
0,@M_A_Larson @SteveStreza You're saying zebras are goth?,"['you', 're', 'saying', 'zebras', 'are', 'goth']"
1,There's a different between ya bitch a ya friends your bitch Rey to build wit you your friends just tryna compete.,"['there', 'different', 'between', 'ya', 'bitch', 'ya', 'friends', 'your', 'bitch', 'rey', 'to', 'build', 'wit', 'you', 'your', 'friends', 'just', 'tryna', 'compete']"
1,Ross got Amber Rose naked these hoes ain't loyal wiz,"['ross', 'got', 'amber', 'rose', 'naked', 'these', 'hoes', 'ain', 'loyal', 'wiz']"
0,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.,"['the', 'guy', 'got', 'excited', 'when', 'he', 'saw', 'oreo', 'cookie', 'crusts', 'he', 'thought', 'was', 'making', 'pie', 'he', 'was', 'bummed', 'when', 'he', 'realized', 'it', 'was', 'cheesecake']"
1,They're calling it #Sandy because the wind is going to make a lot girls clams really sandy,"['they', 're', 'calling', 'it', 'sandy', 'because', 'the', 'wind', 'is', 'going', 'to', 'make', 'lot', 'girls', 'clams', 'really', 'sandy']"
0,RT @vinehumor: Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. https://t.co/kuLDr4mabp,"['flappy', 'bird', 'is', 'taking', 'over', 'my', 'life', 'can', 'hear', 'the', 'bird', 'crashing', 'every', 'time', 'something', 'goes', 'wrong', 'https', 'co', 'kuldr', 'mabp']"
0,RT @_MykalaJ: @whitakerc54 blame it on the yellow chucks lmfao,"['blame', 'it', 'on', 'the', 'yellow', 'chucks', 'lmfao']"
1,Hate that bitch RT @NYSAnimal Ray Donovan's wife is pissing me off,"['hate', 'that', 'bitch', 'rt', 'ray', 'donovan', 'wife', 'is', 'pissing', 'me', 'off']"
1,RT @__thaRealist: Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed,"['sum', 'hoes', 'be', 'smoking', 'to', 'look', 'cute', 'bitch', 'better', 'inhale', 'that', 'shit', 'wasting', 'weed']"
1,"@morgantayler_ I apologize Morgan, but a bitch was blind for a whole 35 seconds!!!!","['apologize', 'morgan', 'but', 'bitch', 'was', 'blind', 'for', 'whole', 'seconds']"
1,some cunt go get me amber leaf and papers? cani be arsed walking to nisa #lazy,"['some', 'cunt', 'go', 'get', 'me', 'amber', 'leaf', 'and', 'papers', 'cani', 'be', 'arsed', 'walking', 'to', 'nisa', 'lazy']"
1,U think them nigs u with is with u?,"['think', 'them', 'nigs', 'with', 'is', 'with']"
0,RT @EvilMikeTomlin: Came to training camp today to find Charlie Batch asleep on the curb...,"['came', 'to', 'training', 'camp', 'today', 'to', 'find', 'charlie', 'batch', 'asleep', 'on', 'the', 'curb']"
1,RT @HugMakeEm: I'm avoiding commitment because these hoes ain't loyal,"['avoiding', 'commitment', 'because', 'these', 'hoes', 'ain', 'loyal']"
0,@Blackman38Tide bandana Orian. They called me trailer trash for wearing my lil country getup &#128545;,"['bandana', 'orian', 'they', 'called', 'me', 'trailer', 'trash', 'for', 'wearing', 'my', 'lil', 'country', 'getup']"
0,RT @camilleftansel: i've read the hunger games 12 times i am trash,"['ve', 'read', 'the', 'hunger', 'games', 'times', 'am', 'trash']"
0,There's a green bowl high. A spliff high. A j high. A blunt high. A moke high. And a Moke + coffee high.,"['there', 'green', 'bowl', 'high', 'spliff', 'high', 'high', 'blunt', 'high', 'moke', 'high', 'and', 'moke', 'coffee', 'high']"
1,@trestiffer &amp; @Rhyds_herrrrrr had me so high off the monkey nutts yesterday nbs &#128532;&#128532;&#128518;&#128518;&#128526;&#128526;&#128548;&#127809;&#127811;&#127807;&#127807;,"['amp', 'had', 'me', 'so', 'high', 'off', 'the', 'monkey', 'nutts', 'yesterday', 'nbs']"
0,@ariennajanee its mutual my lil yellow bone&#127827;,"['its', 'mutual', 'my', 'lil', 'yellow', 'bone']"
1,This bitch and her cankles,"['this', 'bitch', 'and', 'her', 'cankles']"
1,Inde jus got me all hype at work!! I knew my bitch Candace ain't die,"['inde', 'jus', 'got', 'me', 'all', 'hype', 'at', 'work', 'knew', 'my', 'bitch', 'candace', 'ain', 'die']"
1,"RT @jburnone: Cheating ain't no accident hoe!
 fallin off a bike is a accident! 
I ain't never seen a bitch trip &amp; land on no dick!","['cheating', 'ain', 'no', 'accident', 'hoe', 'fallin', 'off', 'bike', 'is', 'accident', 'ain', 'never', 'seen', 'bitch', 'trip', 'amp', 'land', 'on', 'no', 'dick']"
1,got a bitch so bad you can't afford to fuck,"['got', 'bitch', 'so', 'bad', 'you', 'can', 'afford', 'to', 'fuck']"
1,"If it wasn't for this blanket, my nips would be harder than the search for Anne Frank..","['if', 'it', 'wasn', 'for', 'this', 'blanket', 'my', 'nips', 'would', 'be', 'harder', 'than', 'the', 'search', 'for', 'anne', 'frank']"
1,&#8220;@liIdurk__: Females get irritated FAST &#128530;&#8221; fuck them hoes,"['females', 'get', 'irritated', 'fast', 'fuck', 'them', 'hoes']"
0,@aurabogado el negro?,"['el', 'negro']"
1,"RT @mirijuana__: &#8220;@1BookieG: Hoes always say they a ""rider"" bitch stfu and ride this dick&#8221; lmaoooooooooooooooooooo &#128557;","['hoes', 'always', 'say', 'they', 'rider', 'bitch', 'stfu', 'and', 'ride', 'this', 'dick']"
0,"NBA, handle your zebras.","['nba', 'handle', 'your', 'zebras']"
0,@FloralElephants THE WASP OF ANGRY LEGEND. BEAT IT INTO A SQUISHY PULP!!!,"['the', 'wasp', 'of', 'angry', 'legend', 'beat', 'it', 'into', 'squishy', 'pulp']"
1,des hoes wishy washy &#128074;,"['des', 'hoes', 'wishy', 'washy']"
1,@FazeyBaby @kmichelle @souljaboy who can vouch for ya pussy tho k?,"['who', 'can', 'vouch', 'for', 'ya', 'pussy', 'tho']"
0,A GWB appointee. There goes the ACTIVIST JUDGES slant. Oh wait? It's already been exposed as completely farcical. A GWB appointee.,"['gwb', 'appointee', 'there', 'goes', 'the', 'activist', 'judges', 'slant', 'oh', 'wait', 'it', 'already', 'been', 'exposed', 'as', 'completely', 'farcical', 'gwb', 'appointee']"
1,Im a Single bitch on this Money shit &#128175;&#128184;,"['im', 'single', 'bitch', 'on', 'this', 'money', 'shit']"
0,@KenSuttling Not taking Franks advice and he ate the yellow snow.,"['not', 'taking', 'franks', 'advice', 'and', 'he', 'ate', 'the', 'yellow', 'snow']"
0,"@AlexAllTimeLow @JackAllTimeLow Please stay safe you guys! I love you so much, I hoe to one day meet you guys! happy Halloween :)",[]
0,Nobody gives me a trophy cause I'm old and colored #FavStarTweets&#160;,"['nobody', 'gives', 'me', 'trophy', 'cause', 'old', 'and', 'colored', 'favstartweets']"
0,RT @charcharkuhlman: First day of spring break: ate half a pan of brownies &amp; watched 6 episodes of Parks and Rec with @victoriakuhlman &amp; @E&#8230;,"['first', 'day', 'of', 'spring', 'break', 'ate', 'half', 'pan', 'of', 'brownies', 'amp', 'watched', 'episodes', 'of', 'parks', 'and', 'rec', 'with', 'amp']"
1,"@DutchBrosPlease you're welcome, I miss you too nig nog","['you', 're', 'welcome', 'miss', 'you', 'too', 'nig', 'nog']"
0,@rochaaxx yellow,['yellow']
0,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,"['looked', 'like', 'princess', 'bella', 'in', 'that', 'yellow', 'dress']"
1,RT @nostalgic_mike: Aw y'all some hoes hating on that girl that looks like a dude &#128514;&#128557;,"['aw', 'all', 'some', 'hoes', 'hating', 'on', 'that', 'girl', 'that', 'looks', 'like', 'dude']"
0,"RT @attsmcjay: ""One man's trash is another man's treasure""...perfectly explains strippers with daddy issues.","['one', 'man', 'trash', 'is', 'another', 'man', 'treasure', 'perfectly', 'explains', 'strippers', 'with', 'daddy', 'issues']"
0,"See me ride out of that sunset, on your, colored TV screen #TNT #ACDC","['see', 'me', 'ride', 'out', 'of', 'that', 'sunset', 'on', 'your', 'colored', 'tv', 'screen', 'tnt', 'acdc']"
0,@ramaxe1965 dubya hates todays teabagger movement.,"['dubya', 'hates', 'todays', 'teabagger', 'movement']"
1,RT @iH8TvvitterHoes: Kim K got bitches thinkin being a hoe is a career with health care benefits,"['kim', 'got', 'bitches', 'thinkin', 'being', 'hoe', 'is', 'career', 'with', 'health', 'care', 'benefits']"
1,@Tristine214 I swear des hoes just making up challenges now,"['swear', 'des', 'hoes', 'just', 'making', 'up', 'challenges', 'now']"
1,&#8220;@TheRealTootie: I smoke like 20 backwoods a day&#8221; cop dem bitches by da box woe http://t.co/lDr5s3kpng,"['smoke', 'like', 'backwoods', 'day', 'cop', 'dem', 'bitches', 'by', 'da', 'box', 'woe', 'http', 'co', 'ldr', 'kpng']"
1,@urHIGHnesss_ &#128514; nah lemme chill i love the bitches,"['nah', 'lemme', 'chill', 'love', 'the', 'bitches']"
1,"I be drippin in so much damn sauce, got bitches ready to lick it off &#128514;&#128527;","['be', 'drippin', 'in', 'so', 'much', 'damn', 'sauce', 'got', 'bitches', 'ready', 'to', 'lick', 'it', 'off']"
1,But who is me &#128129;to TALK &#128266; about the next bitch flexing &#128170; when&#9757;&#65039; I done don it before &#128588;&#128077;&#128591;,"['but', 'who', 'is', 'me', 'to', 'talk', 'about', 'the', 'next', 'bitch', 'flexing', 'when', 'done', 'don', 'it', 'before']"
1,Beefin ova bitches trade ya clip for Pom Poms,"['beefin', 'ova', 'bitches', 'trade', 'ya', 'clip', 'for', 'pom', 'poms']"
1,RT @mckee_mousee: &#8220;@itsDorry: r u african because ur a frican bitch&#8221;,"['african', 'because', 'ur', 'frican', 'bitch']"
1,RT @RihannaHasAids: if I got hoes.. @ one of my hoes.. if not shutup &amp; never say it again,"['if', 'got', 'hoes', 'one', 'of', 'my', 'hoes', 'if', 'not', 'shutup', 'amp', 'never', 'say', 'it', 'again']"
0,RT @harrryaf: being a good citizen picking up trash (: http://t.co/PMFR5eopwO,"['being', 'good', 'citizen', 'picking', 'up', 'trash', 'http', 'co', 'pmfr', 'eopwo']"
1,You giving me head tonight or nah ? &#8212; I'll shoot your fucking pussy hoe http://t.co/yvBJuNoTXE,"['co', 'yvbjunotxe']"
1,RT @Basedomg: drake look like he would lay his letterman jacket over a puddle for a bitch and she wit her man smh,"['drake', 'look', 'like', 'he', 'would', 'lay', 'his', 'letterman', 'jacket', 'over', 'puddle', 'for', 'bitch', 'and', 'she', 'wit', 'her', 'man', 'smh']"
1,@HaleyJoanis lick my pussy and ma crack,"['lick', 'my', 'pussy', 'and', 'ma', 'crack']"
0,@0xabad1dea Hard to QA? Time is also a pain to mock out in unit tests...,"['hard', 'to', 'qa', 'time', 'is', 'also', 'pain', 'to', 'mock', 'out', 'in', 'unit', 'tests']"
0,@darrenburton_ and take the trash out and separate the recyclables,"['and', 'take', 'the', 'trash', 'out', 'and', 'separate', 'the', 'recyclables']"
0,Shut up birds it's bed time.,"['shut', 'up', 'birds', 'it', 'bed', 'time']"
0,Sixten just shoved like 8 Oreos down his throat,"['sixten', 'just', 'shoved', 'like', 'oreos', 'down', 'his', 'throat']"
1,OMG RT @shuggajets: &#8220;@iAintAsianTho: when yo side bitch find the gift you bought for ya girl http://t.co/InzEzV9a1n&#8221; LMFAOOOOOOOO,"['when', 'yo', 'side', 'bitch', 'find', 'the', 'gift', 'you', 'bought', 'for', 'ya', 'girl', 'http', 'co', 'inzezv', 'lmfaoooooooo']"
0,Magellan? You suck at trash talk. @physguy2 @submix8c,"['magellan', 'you', 'suck', 'at', 'trash', 'talk']"
0,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,"['held', 'you', 'like', 'baby', 'bird', 'and', 'now', 'you', 'come', 'at', 'me', 'like', 'this', 'these', 'friends', 'ain', 'loyal', 'http', 'co', 'winzvfxdl']"
0,@LilBTheBiggsGod @Abbey_Kirkland two birds with one stone Biggs.,"['two', 'birds', 'with', 'one', 'stone', 'biggs']"
1,&#8220;@d6_9b Dora &amp; her table manners &#128530;&#8221;--- she's eating like a sloppy hoe!!?,"['dora', 'amp', 'her', 'table', 'manners', 'she', 'eating', 'like', 'sloppy', 'hoe']"
1,Ain't fuckin wit nomore hoes got who I want &#128586;&#128564;&#128524;&#128143;&#128145;&#128175;,"['ain', 'fuckin', 'wit', 'nomore', 'hoes', 'got', 'who', 'want']"
0,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,"['royals', 'fantastic', 'ready', 'for', 'tomorrow', 'sweep', 'of', 'the', 'disposed', 'yankees', 'ever', 'except', 'this', 'month']"
0,Why can't I have colored eyes like my siblings &#128557;&#128557;,"['why', 'can', 'have', 'colored', 'eyes', 'like', 'my', 'siblings']"
0,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol","['so', 'was', 'slavery', 'prohibition', 'and', 'not', 'letting', 'women', 'to', 'vote', 'segregation', 'jim', 'crow', 'laws', 'etc', 'etc', 'can', 'do', 'this', 'all', 'day', 'lol']"
1,&#8220;@ericwooden21 &#8220;@DrTruth247: Pineapples on sale at publix&#8221;hoes on sale too&#8221;up stairs,"['pineapples', 'on', 'sale', 'at', 'publix', 'hoes', 'on', 'sale', 'too', 'up', 'stairs']"
1,RT @TomOlson8: @1Dittlinger That has redneck written all over it lol. Drunks can use gravity to get down &#128563;,"['that', 'has', 'redneck', 'written', 'all', 'over', 'it', 'lol', 'drunks', 'can', 'use', 'gravity', 'to', 'get', 'down']"
0,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering 2parasites! #tcot http://t&#8230;,"['us', 'ghettos', 'driven', 'by', 'liberal', 'ideology', 'forged', 'by', 'unions', 'amp', 'bankrupted', 'by', 'self', 'serving', 'dems', 'catering', 'parasites', 'tcot', 'http']"
1,This bitch tweets been on point the few minutes I been on.,"['this', 'bitch', 'tweets', 'been', 'on', 'point', 'the', 'few', 'minutes', 'been', 'on']"
1,hahaha my girl just popped on a bitch like a Molly haha,"['hahaha', 'my', 'girl', 'just', 'popped', 'on', 'bitch', 'like', 'molly', 'haha']"
1,"RT @babyyhogg: Ayy fag , you still having your party tonight ?! @weidie1211 &#127867;&#127867;&#128540;","['ayy', 'fag', 'you', 'still', 'having', 'your', 'party', 'tonight']"
1,How's this bitch wearing high heals right now,"['how', 'this', 'bitch', 'wearing', 'high', 'heals', 'right', 'now']"
0,#Yankees got beaten by a thug,"['yankees', 'got', 'beaten', 'by', 'thug']"
1,"Confident in one way, pussy in another. So strange","['confident', 'in', 'one', 'way', 'pussy', 'in', 'another', 'so', 'strange']"
0,"RT @UberFacts: Mila Kunis has heterochromia iridum which gives her two different colored eyes. One eye is green, the other is brown.","['mila', 'kunis', 'has', 'heterochromia', 'iridum', 'which', 'gives', 'her', 'two', 'different', 'colored', 'eyes', 'one', 'eye', 'is', 'green', 'the', 'other', 'is', 'brown']"
0,RT @ErikaWCVB: @marthacoakley called Charlie Baker to concede around 8:15 this morning. She plans to address supporters at 11am. #wcvb,"['called', 'charlie', 'baker', 'to', 'concede', 'around', 'this', 'morning', 'she', 'plans', 'to', 'address', 'supporters', 'at', 'am', 'wcvb']"
0,"RT @ronele: Getting ready for Nevada Hump Day @nevadamuseum. Real live camels, ostriches and zebras - oh my! @VirginiaCity #NevadaHumpDay #&#8230;","['getting', 'ready', 'for', 'nevada', 'hump', 'day', 'real', 'live', 'camels', 'ostriches', 'and', 'zebras', 'oh', 'my', 'nevadahumpday']"
1,RT @ZitlalyL: You don't know maybe some bitches like a man in a tutu &#128514;&#128514;&#128054;,"['you', 'don', 'know', 'maybe', 'some', 'bitches', 'like', 'man', 'in', 'tutu']"
0,Jihadis keep on prattling about having shot down today what they think is an Apache helicopter. Maybe it was an Mi-35?,"['jihadis', 'keep', 'on', 'prattling', 'about', 'having', 'shot', 'down', 'today', 'what', 'they', 'think', 'is', 'an', 'apache', 'helicopter', 'maybe', 'it', 'was', 'an', 'mi']"
0,"I love how we can marry and still be the same queer, messy, funny, fabulous, dramatic community we've always been. Why I love us.","['love', 'how', 'we', 'can', 'marry', 'and', 'still', 'be', 'the', 'same', 'queer', 'messy', 'funny', 'fabulous', 'dramatic', 'community', 'we', 've', 'always', 'been', 'why', 'love', 'us']"
0,Oh man. This could be a serious first ever Chanel bag contender RT @evachen212 grape-colored Chanel bags http://t.co/q8ShjIFv,"['co', 'shjifv']"
1,RT @NatexHate: Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble #bitch,"['fuck', 'that', 'cock', 'sucker', 'hulk', 'hogan', 'put', 'him', 'in', 'camel', 'clutch', 'fuck', 'his', 'ass', 'make', 'him', 'humble', 'bitch']"
0,Today is GAMEDAY! #iubb i need #iu to win so my jersey can arrive! #HoosierNation #hoosiers,"['today', 'is', 'gameday', 'iubb', 'need', 'iu', 'to', 'win', 'so', 'my', 'jersey', 'can', 'arrive', 'hoosiernation', 'hoosiers']"
0,"RT @minhazmerchant: Sonia never criticises Kejriwal. Kejriwal, who trashes every other leader, never criticises Sonia. Touching.","['sonia', 'never', 'criticises', 'kejriwal', 'kejriwal', 'who', 'trashes', 'every', 'other', 'leader', 'never', 'criticises', 'sonia', 'touching']"
